student_id,age,math_score,science_score,english_score,city,gender,grade,study_hours
881,15.0,36.0,59.0,89.0,Lalitpur,Female,B,1.0
882,20.0,3.0,59.0,28.0,Lalitpur,Male,A,4.0
883,16.0,91.0,56.0,32.0,Bhaktapur,Female,C,5.0
884,,,,,,,A,
885,24.0,59.0,83.0,90.0,Biratnagar,Female,A,0.0
886,19.0,23.0,23.0,88.0,Bhaktapur,Male,C,6.0
887,21.0,49.0,88.0,54.0,Pokhara,Female,C,3.0
888,24.0,48.0,35.0,9.0,Pokhara,Male,B,7.0
889,16.0,50.0,84.0,46.0,Bhaktapur,Female,B,3.0
890,22.0,95.0,29.0,22.0,Biratnagar,Other,D,5.0
891,16.0,35.0,23.0,84.0,Bhaktapur,Female,A,8.0
892,18.0,97.0,29.0,20.0,Biratnagar,Male,B,4.0
893,15.0,99.0,85.0,12.0,Lalitpur,Other,D,3.0
894,19.0,65.0,91.0,32.0,Bhaktapur,Female,B,7.0
895,23.0,78.0,6.0,23.0,Biratnagar,Other,C,8.0
896,15.0,33.0,34.0,10.0,Bhaktapur,Female,B,3.0
897,23.0,35.0,54.0,16.0,Bhaktapur,Other,A,2.0
898,22.0,5.0,91.0,67.0,Biratnagar,Male,B,7.0
899,20.0,38.0,13.0,46.0,Biratnagar,Female,A,4.0
900,,,,,,,C,
901,17.0,57.0,79.0,93.0,Bhaktapur,Male,A,9.0
902,,,,,,,B,
903,,,,,,,D,
904,16.0,17.0,94.0,83.0,Bhaktapur,Male,C,1.0
905,19.0,39.0,88.0,82.0,Biratnagar,Other,B,0.0
906,22.0,20.0,76.0,82.0,Bhaktapur,Male,C,7.0
907,23.0,14.0,69.0,11.0,Bhaktapur,Female,C,2.0
908,16.0,96.0,43.0,36.0,Pokhara,Female,B,6.0
909,17.0,98.0,72.0,41.0,Biratnagar,Female,B,0.0
910,17.0,25.0,44.0,16.0,Bhaktapur,Male,D,0.0
911,15.0,7.0,99.0,47.0,Lalitpur,Female,C,8.0
912,22.0,99.0,55.0,27.0,Kathmandu,Female,C,7.0
913,20.0,93.0,83.0,40.0,Pokhara,Female,B,2.0
914,22.0,86.0,81.0,98.0,Bhaktapur,Female,A,5.0
915,23.0,41.0,56.0,46.0,Lalitpur,Female,B,2.0
916,19.0,43.0,20.0,17.0,Bhaktapur,Female,C,3.0
917,17.0,13.0,67.0,77.0,Bhaktapur,Male,B,0.0
918,19.0,77.0,49.0,98.0,Biratnagar,Female,D,4.0
919,19.0,1.0,32.0,70.0,Biratnagar,Female,A,0.0
920,19.0,36.0,90.0,12.0,Biratnagar,Other,B,0.0
921,17.0,68.0,6.0,81.0,Lalitpur,Male,D,9.0
922,24.0,37.0,69.0,12.0,Bhaktapur,Male,C,6.0
923,18.0,40.0,14.0,99.0,Kathmandu,Male,B,5.0
924,23.0,61.0,81.0,30.0,Pokhara,Male,C,1.0
925,,,,,,,D,
926,23.0,13.0,74.0,15.0,Biratnagar,Female,C,6.0
927,16.0,88.0,19.0,8.0,Bhaktapur,Other,D,0.0
928,22.0,83.0,87.0,72.0,Bhaktapur,Other,D,1.0
929,22.0,1.0,14.0,37.0,Lalitpur,Male,D,7.0
930,21.0,69.0,47.0,74.0,Lalitpur,Other,B,5.0
931,22.0,16.0,70.0,53.0,Biratnagar,Other,C,1.0
932,17.0,88.0,20.0,55.0,Bhaktapur,Male,C,6.0
933,20.0,27.0,41.0,85.0,Kathmandu,Male,A,3.0
934,15.0,65.0,25.0,96.0,Pokhara,Other,A,1.0
935,21.0,34.0,13.0,99.0,Bhaktapur,Female,A,5.0
936,15.0,4.0,56.0,86.0,Bhaktapur,Other,A,8.0
937,23.0,64.0,36.0,44.0,Lalitpur,Other,C,8.0
938,15.0,39.0,57.0,33.0,Pokhara,Female,D,7.0
939,,,,,,,D,
940,21.0,55.0,81.0,87.0,Bhaktapur,Male,B,2.0
941,16.0,35.0,68.0,7.0,Biratnagar,Male,D,1.0
942,19.0,44.0,2.0,6.0,Bhaktapur,Other,C,4.0
943,22.0,22.0,86.0,35.0,Biratnagar,Female,C,3.0
944,22.0,46.0,89.0,17.0,Pokhara,Male,C,6.0
945,17.0,30.0,36.0,2.0,Lalitpur,Other,B,3.0
946,21.0,10.0,87.0,27.0,Pokhara,Female,A,8.0
947,17.0,9.0,48.0,69.0,Kathmandu,Other,D,1.0
948,,,,,,,C,
949,20.0,13.0,88.0,20.0,Pokhara,Male,C,6.0
950,17.0,79.0,84.0,27.0,Kathmandu,Female,A,3.0
951,21.0,73.0,11.0,53.0,Bhaktapur,Other,C,5.0
952,17.0,92.0,60.0,53.0,Bhaktapur,Female,D,6.0
953,22.0,9.0,40.0,64.0,Biratnagar,Male,B,3.0
954,24.0,75.0,32.0,99.0,Lalitpur,Male,C,7.0
955,18.0,93.0,49.0,20.0,Bhaktapur,Other,D,8.0
956,15.0,0.0,67.0,98.0,Lalitpur,Other,C,0.0
957,18.0,4.0,70.0,12.0,Bhaktapur,Other,A,6.0
958,21.0,19.0,85.0,56.0,Biratnagar,Female,C,8.0
959,18.0,7.0,32.0,48.0,Pokhara,Other,C,9.0
960,20.0,42.0,80.0,53.0,Biratnagar,Other,B,4.0
961,23.0,75.0,23.0,9.0,Kathmandu,Male,A,1.0
962,15.0,0.0,60.0,52.0,Bhaktapur,Male,A,9.0
963,19.0,56.0,60.0,43.0,Kathmandu,Other,B,5.0
964,21.0,63.0,97.0,46.0,Kathmandu,Other,C,6.0
965,15.0,83.0,27.0,52.0,Lalitpur,Male,D,1.0
966,18.0,27.0,57.0,73.0,Bhaktapur,Other,A,1.0
967,20.0,36.0,42.0,45.0,Kathmandu,Female,A,9.0
968,16.0,46.0,40.0,12.0,Pokhara,Female,C,9.0
969,24.0,75.0,38.0,36.0,Kathmandu,Female,C,0.0
970,19.0,36.0,85.0,23.0,Pokhara,Other,A,3.0
971,24.0,48.0,48.0,1.0,Lalitpur,Male,C,6.0
972,15.0,43.0,16.0,85.0,Kathmandu,Other,D,8.0
973,20.0,55.0,97.0,80.0,Biratnagar,Other,A,2.0
974,,,,,,,D,
975,,,,,,,D,
976,22.0,5.0,97.0,9.0,Lalitpur,Male,C,6.0
977,18.0,60.0,64.0,34.0,Kathmandu,Female,D,1.0
978,22.0,19.0,73.0,24.0,Bhaktapur,Other,C,5.0
979,22.0,77.0,84.0,2.0,Bhaktapur,Male,B,1.0
980,19.0,1.0,4.0,16.0,Pokhara,Other,C,5.0
981,18.0,72.0,1.0,11.0,Pokhara,Female,D,9.0
982,16.0,36.0,21.0,53.0,Bhaktapur,Female,B,2.0
983,17.0,19.0,56.0,23.0,Pokhara,Male,C,1.0
984,17.0,25.0,65.0,28.0,Lalitpur,Male,D,5.0
985,18.0,28.0,73.0,42.0,Biratnagar,Other,A,1.0
986,18.0,0.0,97.0,24.0,Biratnagar,Male,A,4.0
987,,,,,,,C,
988,19.0,69.0,50.0,59.0,Biratnagar,Male,C,2.0
989,18.0,58.0,38.0,89.0,Kathmandu,Other,A,2.0
990,24.0,68.0,85.0,64.0,Lalitpur,Other,D,5.0
991,22.0,32.0,75.0,83.0,Pokhara,Other,D,5.0
992,20.0,50.0,87.0,27.0,Lalitpur,Other,D,9.0
993,20.0,77.0,39.0,15.0,Bhaktapur,Female,C,2.0
994,22.0,11.0,37.0,46.0,Pokhara,Other,B,2.0
995,21.0,19.0,59.0,80.0,Bhaktapur,Male,B,0.0
996,24.0,52.0,58.0,91.0,Pokhara,Female,B,6.0
997,24.0,87.0,9.0,57.0,Biratnagar,Female,B,7.0
998,22.0,42.0,98.0,75.0,Lalitpur,Other,B,1.0
999,,,,,,,C,
1000,23.0,88.0,62.0,52.0,Pokhara,Other,C,9.0
