student_id,age,math_score,science_score,english_score,city,gender,grade,study_hours,Average_Score,Total_Score,Result,Result_encoded
558,21.0,40.0,96.0,90.0,Bhaktapur,Female,A,2.0,75.33333333333333,226.0,pass,1
559,23.0,12.0,9.0,50.0,Biratnagar,Male,B,2.0,23.666666666666668,71.0,fail,0
560,18.0,44.0,57.0,49.0,Bhaktapur,Female,C,1.0,50.0,150.0,pass,1
561,18.0,88.0,59.0,5.0,Lalitpur,Other,B,5.0,50.666666666666664,152.0,pass,1
562,20.0,52.0,20.0,58.0,Kathmandu,Other,C,1.0,43.333333333333336,130.0,pass,1
563,17.0,41.0,27.0,14.0,Bhaktapur,Female,C,7.0,27.333333333333332,82.0,fail,0
564,20.0,99.0,74.0,29.0,Bhaktapur,Other,D,7.0,67.33333333333333,202.0,pass,1
565,21.0,62.0,33.0,41.0,Lalitpur,Other,D,4.0,45.333333333333336,136.0,pass,1
566,24.0,26.0,7.0,36.0,Kathmandu,Other,B,9.0,23.0,69.0,fail,0
567,24.0,37.0,58.0,41.0,Kathmandu,Male,A,6.0,45.333333333333336,136.0,pass,1
568,17.0,59.0,85.0,34.0,Biratnagar,Other,B,3.0,59.333333333333336,178.0,pass,1
569,21.0,6.0,71.0,86.0,Bhaktapur,Male,C,0.0,54.333333333333336,163.0,pass,1
570,17.0,4.0,48.0,5.0,Kathmandu,Female,D,1.0,19.0,57.0,fail,0
571,19.0,48.0,48.0,47.0,Bhaktapur,Other,B,4.5,47.666666666666664,143.0,pass,1
572,24.0,57.0,16.0,17.0,Pokhara,Other,B,9.0,30.0,90.0,fail,0
573,18.0,30.0,59.0,72.0,Pokhara,Other,D,3.0,53.666666666666664,161.0,pass,1
574,22.0,22.0,86.0,28.0,Kathmandu,Female,D,0.0,45.333333333333336,136.0,pass,1
575,23.0,41.0,87.0,76.0,Biratnagar,Male,D,7.0,68.0,204.0,pass,1
576,21.0,9.0,44.0,58.0,Kathmandu,Male,C,8.0,37.0,111.0,fail,0
577,15.0,31.0,82.0,46.0,Lalitpur,Other,D,3.0,53.0,159.0,pass,1
578,17.0,52.0,68.0,16.0,Bhaktapur,Female,A,9.0,45.333333333333336,136.0,pass,1
579,19.0,48.0,48.0,47.0,Bhaktapur,Other,B,4.5,47.666666666666664,143.0,pass,1
580,15.0,38.0,43.0,21.0,Lalitpur,Female,D,1.0,34.0,102.0,fail,0
581,23.0,30.0,64.0,67.0,Biratnagar,Female,D,4.0,53.666666666666664,161.0,pass,1
582,22.0,81.0,86.0,68.0,Lalitpur,Female,C,2.0,78.33333333333333,235.0,pass,1
583,15.0,99.0,7.0,36.0,Bhaktapur,Male,C,9.0,47.333333333333336,142.0,pass,1
584,20.0,1.0,76.0,48.0,Bhaktapur,Male,B,6.0,41.666666666666664,125.0,pass,1
585,19.0,48.0,48.0,47.0,Bhaktapur,Other,A,4.5,47.666666666666664,143.0,pass,1
586,20.0,76.0,86.0,33.0,Lalitpur,Other,B,0.0,65.0,195.0,pass,1
587,24.0,92.0,42.0,85.0,Pokhara,Female,D,7.0,73.0,219.0,pass,1
588,19.0,11.0,0.0,52.0,Lalitpur,Other,A,1.0,21.0,63.0,fail,0
589,20.0,38.0,50.0,86.0,Pokhara,Female,A,4.0,58.0,174.0,pass,1
590,19.0,48.0,48.0,47.0,Bhaktapur,Other,A,4.5,47.666666666666664,143.0,pass,1
591,19.0,48.0,48.0,47.0,Bhaktapur,Other,A,4.5,47.666666666666664,143.0,pass,1
592,18.0,12.0,23.0,41.0,Pokhara,Male,B,1.0,25.333333333333332,76.0,fail,0
593,17.0,45.0,16.0,97.0,Lalitpur,Female,C,8.0,52.666666666666664,158.0,pass,1
594,17.0,26.0,4.0,31.0,Lalitpur,Female,C,4.0,20.333333333333332,61.0,fail,0
595,18.0,16.0,19.0,50.0,Bhaktapur,Female,D,9.0,28.333333333333332,85.0,fail,0
596,23.0,94.0,20.0,84.0,Lalitpur,Male,C,5.0,66.0,198.0,pass,1
597,16.0,97.0,57.0,45.0,Kathmandu,Female,C,2.0,66.33333333333333,199.0,pass,1
598,23.0,59.0,30.0,20.0,Biratnagar,Male,C,2.0,36.333333333333336,109.0,fail,0
599,15.0,63.0,99.0,43.0,Pokhara,Other,C,9.0,68.33333333333333,205.0,pass,1
600,15.0,87.0,10.0,10.0,Biratnagar,Female,D,7.0,35.666666666666664,107.0,fail,0
601,19.0,34.0,51.0,67.0,Bhaktapur,Female,B,9.0,50.666666666666664,152.0,pass,1
602,19.0,48.0,48.0,47.0,Bhaktapur,Other,A,4.5,47.666666666666664,143.0,pass,1
603,20.0,82.0,82.0,91.0,Pokhara,Other,C,1.0,85.0,255.0,pass,1
604,17.0,29.0,6.0,62.0,Kathmandu,Female,B,1.0,32.333333333333336,97.0,fail,0
605,19.0,48.0,48.0,47.0,Bhaktapur,Other,C,4.5,47.666666666666664,143.0,pass,1
606,23.0,73.0,50.0,98.0,Lalitpur,Male,C,5.0,73.66666666666667,221.0,pass,1
607,24.0,95.0,57.0,12.0,Kathmandu,Female,A,1.0,54.666666666666664,164.0,pass,1
608,22.0,97.0,4.0,97.0,Kathmandu,Female,A,4.0,66.0,198.0,pass,1
609,20.0,62.0,4.0,10.0,Biratnagar,Other,A,6.0,25.333333333333332,76.0,fail,0
610,22.0,27.0,93.0,99.0,Biratnagar,Other,C,9.0,73.0,219.0,pass,1
611,19.0,59.0,95.0,50.0,Biratnagar,Other,C,9.0,68.0,204.0,pass,1
612,22.0,78.0,7.0,16.0,Kathmandu,Female,C,7.0,33.666666666666664,101.0,fail,0
613,24.0,93.0,63.0,98.0,Lalitpur,Other,A,6.0,84.66666666666667,254.0,pass,1
614,18.0,36.0,9.0,81.0,Pokhara,Other,D,7.0,42.0,126.0,pass,1
615,24.0,92.0,37.0,85.0,Biratnagar,Male,B,8.0,71.33333333333333,214.0,pass,1
616,22.0,21.0,95.0,23.0,Lalitpur,Other,D,4.0,46.333333333333336,139.0,pass,1
617,24.0,67.0,91.0,18.0,Bhaktapur,Male,C,4.0,58.666666666666664,176.0,pass,1
618,19.0,48.0,48.0,47.0,Bhaktapur,Other,C,4.5,47.666666666666664,143.0,pass,1
619,19.0,95.0,94.0,84.0,Pokhara,Other,D,3.0,91.0,273.0,pass,1
620,23.0,99.0,7.0,7.0,Bhaktapur,Male,C,8.0,37.666666666666664,113.0,fail,0
621,18.0,67.0,24.0,27.0,Bhaktapur,Female,B,4.0,39.333333333333336,118.0,fail,0
622,19.0,48.0,48.0,47.0,Bhaktapur,Other,C,4.5,47.666666666666664,143.0,pass,1
623,15.0,63.0,65.0,16.0,Biratnagar,Other,B,9.0,48.0,144.0,pass,1
624,23.0,16.0,78.0,35.0,Kathmandu,Female,D,7.0,43.0,129.0,pass,1
625,15.0,11.0,49.0,18.0,Pokhara,Male,D,6.0,26.0,78.0,fail,0
626,19.0,21.0,66.0,63.0,Pokhara,Female,C,7.0,50.0,150.0,pass,1
627,19.0,48.0,48.0,47.0,Bhaktapur,Other,B,4.5,47.666666666666664,143.0,pass,1
628,17.0,9.0,35.0,97.0,Bhaktapur,Other,C,3.0,47.0,141.0,pass,1
629,20.0,64.0,67.0,10.0,Lalitpur,Male,A,4.0,47.0,141.0,pass,1
630,16.0,21.0,77.0,53.0,Kathmandu,Other,A,5.0,50.333333333333336,151.0,pass,1
631,17.0,89.0,40.0,44.0,Biratnagar,Female,A,0.0,57.666666666666664,173.0,pass,1
632,19.0,81.0,88.0,46.0,Biratnagar,Other,A,3.0,71.66666666666667,215.0,pass,1
633,23.0,49.0,61.0,11.0,Lalitpur,Male,C,9.0,40.333333333333336,121.0,pass,1
634,16.0,13.0,9.0,20.0,Pokhara,Other,A,4.0,14.0,42.0,fail,0
635,24.0,63.0,20.0,10.0,Kathmandu,Female,B,6.0,31.0,93.0,fail,0
636,22.0,46.0,35.0,91.0,Biratnagar,Male,D,4.0,57.333333333333336,172.0,pass,1
637,19.0,48.0,48.0,47.0,Bhaktapur,Other,D,4.5,47.666666666666664,143.0,pass,1
638,19.0,75.0,90.0,80.0,Pokhara,Male,A,6.0,81.66666666666667,245.0,pass,1
639,21.0,35.0,1.0,55.0,Lalitpur,Other,A,7.0,30.333333333333332,91.0,fail,0
640,22.0,98.0,12.0,19.0,Kathmandu,Male,A,6.0,43.0,129.0,pass,1
641,15.0,51.0,52.0,40.0,Lalitpur,Male,C,3.0,47.666666666666664,143.0,pass,1
642,20.0,75.0,31.0,45.0,Lalitpur,Other,D,7.0,50.333333333333336,151.0,pass,1
643,15.0,6.0,94.0,11.0,Kathmandu,Female,A,4.0,37.0,111.0,fail,0
644,16.0,28.0,15.0,69.0,Kathmandu,Other,B,9.0,37.333333333333336,112.0,fail,0
645,15.0,10.0,31.0,16.0,Biratnagar,Male,A,8.0,19.0,57.0,fail,0
646,19.0,32.0,31.0,18.0,Biratnagar,Other,D,9.0,27.0,81.0,fail,0
647,24.0,5.0,97.0,25.0,Kathmandu,Male,A,4.0,42.333333333333336,127.0,pass,1
648,23.0,78.0,10.0,47.0,Bhaktapur,Other,D,0.0,45.0,135.0,pass,1
649,20.0,31.0,9.0,51.0,Biratnagar,Other,A,8.0,30.333333333333332,91.0,fail,0
650,15.0,50.0,14.0,95.0,Bhaktapur,Female,B,4.0,53.0,159.0,pass,1
651,15.0,74.0,16.0,69.0,Kathmandu,Male,A,5.0,53.0,159.0,pass,1
652,16.0,57.0,39.0,54.0,Biratnagar,Female,B,3.0,50.0,150.0,pass,1
653,19.0,48.0,48.0,47.0,Bhaktapur,Other,B,4.5,47.666666666666664,143.0,pass,1
654,17.0,25.0,54.0,74.0,Kathmandu,Other,A,7.0,51.0,153.0,pass,1
655,15.0,97.0,72.0,32.0,Pokhara,Male,B,2.0,67.0,201.0,pass,1
656,19.0,45.0,24.0,61.0,Bhaktapur,Female,C,4.0,43.333333333333336,130.0,pass,1
657,21.0,97.0,58.0,87.0,Kathmandu,Female,A,1.0,80.66666666666667,242.0,pass,1
658,20.0,28.0,77.0,22.0,Kathmandu,Female,A,1.0,42.333333333333336,127.0,pass,1
659,15.0,3.0,88.0,14.0,Biratnagar,Male,B,6.0,35.0,105.0,fail,0
660,19.0,80.0,21.0,26.0,Biratnagar,Female,B,9.0,42.333333333333336,127.0,pass,1
661,19.0,48.0,48.0,47.0,Bhaktapur,Other,A,4.5,47.666666666666664,143.0,pass,1
662,20.0,12.0,83.0,63.0,Pokhara,Female,C,9.0,52.666666666666664,158.0,pass,1
663,19.0,48.0,48.0,47.0,Bhaktapur,Other,B,4.5,47.666666666666664,143.0,pass,1
664,19.0,14.0,43.0,50.0,Kathmandu,Other,B,3.0,35.666666666666664,107.0,fail,0
665,21.0,28.0,31.0,52.0,Biratnagar,Male,D,4.0,37.0,111.0,fail,0
666,19.0,28.0,50.0,77.0,Lalitpur,Male,C,0.0,51.666666666666664,155.0,pass,1
667,19.0,74.0,45.0,90.0,Biratnagar,Female,C,6.0,69.66666666666667,209.0,pass,1
668,19.0,31.0,20.0,81.0,Pokhara,Other,A,7.0,44.0,132.0,pass,1
669,24.0,1.0,98.0,91.0,Lalitpur,Female,C,8.0,63.333333333333336,190.0,pass,1
670,24.0,46.0,31.0,50.0,Kathmandu,Female,A,7.0,42.333333333333336,127.0,pass,1
671,17.0,77.0,93.0,46.0,Kathmandu,Other,D,4.0,72.0,216.0,pass,1
672,15.0,83.0,38.0,3.0,Bhaktapur,Other,C,2.0,41.333333333333336,124.0,pass,1
673,19.0,21.0,11.0,6.0,Lalitpur,Other,B,9.0,12.666666666666666,38.0,fail,0
674,23.0,74.0,46.0,34.0,Bhaktapur,Male,D,8.0,51.333333333333336,154.0,pass,1
675,15.0,26.0,17.0,47.0,Lalitpur,Male,A,5.0,30.0,90.0,fail,0
676,17.0,66.0,20.0,72.0,Lalitpur,Female,D,4.0,52.666666666666664,158.0,pass,1
677,18.0,80.0,12.0,71.0,Pokhara,Male,A,2.0,54.333333333333336,163.0,pass,1
678,15.0,55.0,20.0,44.0,Bhaktapur,Other,D,5.0,39.666666666666664,119.0,fail,0
679,19.0,48.0,48.0,47.0,Bhaktapur,Other,A,4.5,47.666666666666664,143.0,pass,1
680,19.0,48.0,48.0,47.0,Bhaktapur,Other,C,4.5,47.666666666666664,143.0,pass,1
681,16.0,20.0,6.0,96.0,Kathmandu,Female,B,5.0,40.666666666666664,122.0,pass,1
682,22.0,46.0,22.0,95.0,Lalitpur,Female,A,3.0,54.333333333333336,163.0,pass,1
683,21.0,79.0,95.0,71.0,Pokhara,Male,D,1.0,81.66666666666667,245.0,pass,1
684,24.0,58.0,74.0,18.0,Bhaktapur,Female,A,7.0,50.0,150.0,pass,1
685,24.0,83.0,85.0,62.0,Bhaktapur,Female,A,3.0,76.66666666666667,230.0,pass,1
686,16.0,5.0,21.0,37.0,Pokhara,Female,A,8.0,21.0,63.0,fail,0
687,20.0,18.0,88.0,66.0,Bhaktapur,Other,D,6.0,57.333333333333336,172.0,pass,1
688,19.0,48.0,48.0,47.0,Bhaktapur,Other,B,4.5,47.666666666666664,143.0,pass,1
689,17.0,68.0,91.0,68.0,Kathmandu,Male,C,3.0,75.66666666666667,227.0,pass,1
690,16.0,2.0,28.0,12.0,Kathmandu,Other,B,4.0,14.0,42.0,fail,0
691,15.0,0.0,12.0,46.0,Kathmandu,Female,A,2.0,19.333333333333332,58.0,fail,0
692,20.0,57.0,81.0,60.0,Bhaktapur,Other,D,8.0,66.0,198.0,pass,1
693,19.0,48.0,48.0,47.0,Bhaktapur,Other,B,4.5,47.666666666666664,143.0,pass,1
694,23.0,14.0,28.0,79.0,Lalitpur,Other,A,1.0,40.333333333333336,121.0,pass,1
695,15.0,33.0,84.0,95.0,Lalitpur,Female,C,2.0,70.66666666666667,212.0,pass,1
696,21.0,60.0,78.0,21.0,Kathmandu,Female,C,8.0,53.0,159.0,pass,1
697,19.0,34.0,51.0,92.0,Biratnagar,Male,C,6.0,59.0,177.0,pass,1
698,19.0,63.0,26.0,85.0,Lalitpur,Other,A,1.0,58.0,174.0,pass,1
699,16.0,24.0,49.0,42.0,Lalitpur,Other,D,8.0,38.333333333333336,115.0,fail,0
700,17.0,23.0,94.0,66.0,Bhaktapur,Other,B,3.0,61.0,183.0,pass,1
701,21.0,11.0,78.0,53.0,Biratnagar,Female,C,8.0,47.333333333333336,142.0,pass,1
702,20.0,17.0,22.0,9.0,Kathmandu,Male,A,1.0,16.0,48.0,fail,0
703,16.0,14.0,87.0,41.0,Lalitpur,Other,A,9.0,47.333333333333336,142.0,pass,1
704,20.0,79.0,43.0,63.0,Biratnagar,Female,B,3.0,61.666666666666664,185.0,pass,1
705,16.0,26.0,76.0,20.0,Biratnagar,Female,C,4.0,40.666666666666664,122.0,pass,1
706,16.0,71.0,21.0,79.0,Kathmandu,Female,A,1.0,57.0,171.0,pass,1
707,16.0,59.0,42.0,75.0,Biratnagar,Other,B,9.0,58.666666666666664,176.0,pass,1
708,17.0,45.0,36.0,65.0,Biratnagar,Other,D,0.0,48.666666666666664,146.0,pass,1
709,16.0,88.0,60.0,40.0,Biratnagar,Other,D,6.0,62.666666666666664,188.0,pass,1
710,18.0,16.0,96.0,23.0,Lalitpur,Other,D,9.0,45.0,135.0,pass,1
711,23.0,92.0,55.0,34.0,Kathmandu,Other,C,0.0,60.333333333333336,181.0,pass,1
712,20.0,52.0,2.0,55.0,Biratnagar,Other,B,7.0,36.333333333333336,109.0,fail,0
713,15.0,7.0,62.0,29.0,Biratnagar,Other,B,2.0,32.666666666666664,98.0,fail,0
714,22.0,78.0,18.0,56.0,Lalitpur,Other,A,9.0,50.666666666666664,152.0,pass,1
715,19.0,48.0,48.0,47.0,Bhaktapur,Other,A,4.5,47.666666666666664,143.0,pass,1
716,24.0,45.0,28.0,46.0,Bhaktapur,Female,A,6.0,39.666666666666664,119.0,fail,0
717,17.0,49.0,29.0,34.0,Lalitpur,Other,B,9.0,37.333333333333336,112.0,fail,0
718,15.0,70.0,38.0,18.0,Kathmandu,Male,A,0.0,42.0,126.0,pass,1
719,19.0,2.0,24.0,7.0,Biratnagar,Female,B,5.0,11.0,33.0,fail,0
720,18.0,92.0,7.0,25.0,Kathmandu,Other,B,6.0,41.333333333333336,124.0,pass,1
721,24.0,63.0,57.0,70.0,Kathmandu,Male,D,5.0,63.333333333333336,190.0,pass,1
722,22.0,43.0,15.0,29.0,Kathmandu,Other,A,3.0,29.0,87.0,fail,0
723,15.0,52.0,71.0,6.0,Bhaktapur,Male,D,0.0,43.0,129.0,pass,1
724,24.0,23.0,0.0,66.0,Kathmandu,Male,C,8.0,29.666666666666668,89.0,fail,0
725,15.0,59.0,4.0,64.0,Bhaktapur,Male,C,3.0,42.333333333333336,127.0,pass,1
726,18.0,2.0,2.0,35.0,Biratnagar,Male,C,6.0,13.0,39.0,fail,0
727,22.0,19.0,64.0,24.0,Bhaktapur,Female,B,6.0,35.666666666666664,107.0,fail,0
728,19.0,45.0,3.0,36.0,Biratnagar,Female,B,1.0,28.0,84.0,fail,0
729,16.0,14.0,98.0,0.0,Biratnagar,Male,B,0.0,37.333333333333336,112.0,fail,0
730,20.0,24.0,95.0,14.0,Bhaktapur,Other,A,7.0,44.333333333333336,133.0,pass,1
731,19.0,93.0,63.0,36.0,Lalitpur,Male,D,7.0,64.0,192.0,pass,1
732,16.0,77.0,97.0,12.0,Pokhara,Female,B,6.0,62.0,186.0,pass,1
733,17.0,70.0,88.0,7.0,Kathmandu,Other,D,7.0,55.0,165.0,pass,1
734,23.0,16.0,9.0,4.0,Pokhara,Female,D,2.0,9.666666666666666,29.0,fail,0
735,21.0,83.0,20.0,59.0,Kathmandu,Female,D,1.0,54.0,162.0,pass,1
736,21.0,99.0,45.0,72.0,Kathmandu,Other,A,6.0,72.0,216.0,pass,1
737,20.0,8.0,90.0,0.0,Biratnagar,Male,A,7.0,32.666666666666664,98.0,fail,0
738,19.0,48.0,48.0,47.0,Bhaktapur,Other,C,4.5,47.666666666666664,143.0,pass,1
739,18.0,47.0,65.0,34.0,Kathmandu,Male,C,9.0,48.666666666666664,146.0,pass,1
740,22.0,59.0,40.0,65.0,Bhaktapur,Male,D,8.0,54.666666666666664,164.0,pass,1
741,19.0,48.0,48.0,47.0,Bhaktapur,Other,C,4.5,47.666666666666664,143.0,pass,1
742,19.0,48.0,48.0,47.0,Bhaktapur,Other,D,4.5,47.666666666666664,143.0,pass,1
743,23.0,1.0,35.0,8.0,Kathmandu,Other,A,2.0,14.666666666666666,44.0,fail,0
744,17.0,87.0,85.0,33.0,Biratnagar,Female,A,5.0,68.33333333333333,205.0,pass,1
745,17.0,71.0,89.0,45.0,Bhaktapur,Other,A,0.0,68.33333333333333,205.0,pass,1
746,16.0,10.0,57.0,77.0,Bhaktapur,Male,B,5.0,48.0,144.0,pass,1
747,24.0,63.0,53.0,3.0,Lalitpur,Female,D,1.0,39.666666666666664,119.0,fail,0
748,17.0,76.0,11.0,29.0,Kathmandu,Male,A,8.0,38.666666666666664,116.0,fail,0
749,17.0,80.0,80.0,94.0,Biratnagar,Male,D,1.0,84.66666666666667,254.0,pass,1
750,19.0,71.0,77.0,74.0,Bhaktapur,Other,C,6.0,74.0,222.0,pass,1
751,19.0,20.0,13.0,98.0,Bhaktapur,Other,C,0.0,43.666666666666664,131.0,pass,1
752,16.0,17.0,33.0,71.0,Biratnagar,Male,A,6.0,40.333333333333336,121.0,pass,1
753,24.0,93.0,52.0,2.0,Kathmandu,Male,D,4.0,49.0,147.0,pass,1
754,19.0,48.0,48.0,47.0,Bhaktapur,Other,A,4.5,47.666666666666664,143.0,pass,1
755,19.0,81.0,74.0,59.0,Bhaktapur,Other,C,3.0,71.33333333333333,214.0,pass,1
756,20.0,94.0,15.0,76.0,Lalitpur,Female,A,9.0,61.666666666666664,185.0,pass,1
757,15.0,37.0,94.0,44.0,Pokhara,Female,D,6.0,58.333333333333336,175.0,pass,1
758,19.0,31.0,69.0,95.0,Kathmandu,Female,C,5.0,65.0,195.0,pass,1
759,23.0,10.0,55.0,33.0,Pokhara,Male,B,4.0,32.666666666666664,98.0,fail,0
760,24.0,44.0,82.0,44.0,Pokhara,Female,C,3.0,56.666666666666664,170.0,pass,1
761,16.0,88.0,57.0,60.0,Pokhara,Female,B,6.0,68.33333333333333,205.0,pass,1
762,19.0,48.0,48.0,47.0,Bhaktapur,Other,A,4.5,47.666666666666664,143.0,pass,1
763,24.0,40.0,3.0,15.0,Kathmandu,Other,A,4.0,19.333333333333332,58.0,fail,0
764,23.0,7.0,19.0,65.0,Biratnagar,Other,D,0.0,30.333333333333332,91.0,fail,0
765,19.0,48.0,48.0,47.0,Bhaktapur,Other,B,4.5,47.666666666666664,143.0,pass,1
766,23.0,85.0,23.0,16.0,Lalitpur,Male,A,4.0,41.333333333333336,124.0,pass,1
767,23.0,50.0,98.0,33.0,Biratnagar,Other,B,2.0,60.333333333333336,181.0,pass,1
768,20.0,87.0,25.0,15.0,Biratnagar,Female,A,1.0,42.333333333333336,127.0,pass,1
769,22.0,40.0,36.0,59.0,Pokhara,Female,C,3.0,45.0,135.0,pass,1
770,15.0,16.0,84.0,65.0,Biratnagar,Male,A,3.0,55.0,165.0,pass,1
771,24.0,75.0,53.0,65.0,Bhaktapur,Female,D,3.0,64.33333333333333,193.0,pass,1
772,18.0,45.0,20.0,89.0,Lalitpur,Other,C,3.0,51.333333333333336,154.0,pass,1
773,15.0,31.0,73.0,12.0,Biratnagar,Male,D,2.0,38.666666666666664,116.0,fail,0
774,22.0,78.0,37.0,55.0,Bhaktapur,Other,C,6.0,56.666666666666664,170.0,pass,1
775,15.0,79.0,45.0,30.0,Bhaktapur,Other,B,8.0,51.333333333333336,154.0,pass,1
776,17.0,53.0,3.0,33.0,Bhaktapur,Other,D,4.0,29.666666666666668,89.0,fail,0
777,18.0,85.0,59.0,38.0,Bhaktapur,Female,A,3.0,60.666666666666664,182.0,pass,1
778,22.0,91.0,56.0,66.0,Pokhara,Female,B,1.0,71.0,213.0,pass,1
779,20.0,19.0,44.0,7.0,Bhaktapur,Other,A,1.0,23.333333333333332,70.0,fail,0
780,24.0,32.0,19.0,86.0,Pokhara,Other,C,4.0,45.666666666666664,137.0,pass,1
781,21.0,73.0,16.0,77.0,Pokhara,Male,C,6.0,55.333333333333336,166.0,pass,1
782,22.0,39.0,70.0,54.0,Bhaktapur,Male,A,9.0,54.333333333333336,163.0,pass,1
783,16.0,31.0,3.0,26.0,Lalitpur,Female,A,9.0,20.0,60.0,fail,0
784,24.0,96.0,92.0,92.0,Bhaktapur,Female,B,8.0,93.33333333333333,280.0,pass,1
785,22.0,1.0,13.0,52.0,Bhaktapur,Male,A,6.0,22.0,66.0,fail,0
786,17.0,96.0,2.0,38.0,Bhaktapur,Other,D,4.0,45.333333333333336,136.0,pass,1
787,21.0,32.0,87.0,64.0,Lalitpur,Female,D,9.0,61.0,183.0,pass,1
788,19.0,48.0,48.0,47.0,Bhaktapur,Other,A,4.5,47.666666666666664,143.0,pass,1
789,21.0,29.0,57.0,29.0,Kathmandu,Male,D,9.0,38.333333333333336,115.0,fail,0
790,16.0,32.0,54.0,52.0,Pokhara,Female,A,5.0,46.0,138.0,pass,1
791,24.0,76.0,3.0,12.0,Pokhara,Female,B,2.0,30.333333333333332,91.0,fail,0
792,20.0,25.0,23.0,20.0,Lalitpur,Male,D,4.0,22.666666666666668,68.0,fail,0
793,17.0,21.0,33.0,18.0,Biratnagar,Female,D,7.0,24.0,72.0,fail,0
794,17.0,65.0,29.0,52.0,Kathmandu,Male,A,0.0,48.666666666666664,146.0,pass,1
795,23.0,37.0,81.0,18.0,Pokhara,Female,D,0.0,45.333333333333336,136.0,pass,1
796,21.0,89.0,18.0,56.0,Kathmandu,Male,C,6.0,54.333333333333336,163.0,pass,1
797,19.0,45.0,30.0,24.0,Lalitpur,Female,B,4.0,33.0,99.0,fail,0
798,24.0,14.0,59.0,85.0,Lalitpur,Other,B,4.0,52.666666666666664,158.0,pass,1
799,21.0,97.0,59.0,30.0,Biratnagar,Other,D,0.0,62.0,186.0,pass,1
800,23.0,43.0,18.0,80.0,Biratnagar,Other,D,8.0,47.0,141.0,pass,1
801,15.0,48.0,48.0,54.0,Lalitpur,Female,C,0.0,50.0,150.0,pass,1
802,21.0,74.0,62.0,22.0,Pokhara,Female,C,4.0,52.666666666666664,158.0,pass,1
803,20.0,60.0,82.0,31.0,Kathmandu,Other,D,9.0,57.666666666666664,173.0,pass,1
804,24.0,66.0,21.0,61.0,Bhaktapur,Other,D,8.0,49.333333333333336,148.0,pass,1
805,23.0,5.0,23.0,73.0,Biratnagar,Male,C,3.0,33.666666666666664,101.0,fail,0
806,15.0,8.0,75.0,9.0,Bhaktapur,Male,A,7.0,30.666666666666668,92.0,fail,0
807,18.0,5.0,29.0,99.0,Pokhara,Male,C,5.0,44.333333333333336,133.0,pass,1
808,23.0,72.0,57.0,71.0,Biratnagar,Other,A,2.0,66.66666666666667,200.0,pass,1
809,18.0,94.0,30.0,53.0,Bhaktapur,Other,B,3.0,59.0,177.0,pass,1
810,24.0,31.0,99.0,51.0,Pokhara,Other,B,1.0,60.333333333333336,181.0,pass,1
811,17.0,40.0,63.0,19.0,Kathmandu,Male,C,0.0,40.666666666666664,122.0,pass,1
812,19.0,48.0,48.0,47.0,Bhaktapur,Other,A,4.5,47.666666666666664,143.0,pass,1
813,16.0,7.0,47.0,13.0,Biratnagar,Other,C,0.0,22.333333333333332,67.0,fail,0
814,18.0,71.0,44.0,49.0,Lalitpur,Female,C,0.0,54.666666666666664,164.0,pass,1
815,20.0,49.0,99.0,27.0,Kathmandu,Female,A,3.0,58.333333333333336,175.0,pass,1
816,16.0,91.0,93.0,52.0,Bhaktapur,Female,C,9.0,78.66666666666667,236.0,pass,1
817,22.0,61.0,54.0,23.0,Biratnagar,Male,B,9.0,46.0,138.0,pass,1
818,22.0,83.0,54.0,78.0,Lalitpur,Female,D,5.0,71.66666666666667,215.0,pass,1
819,15.0,61.0,96.0,21.0,Pokhara,Other,D,8.0,59.333333333333336,178.0,pass,1
820,17.0,6.0,17.0,29.0,Lalitpur,Male,C,0.0,17.333333333333332,52.0,fail,0
821,19.0,48.0,48.0,47.0,Bhaktapur,Other,A,4.5,47.666666666666664,143.0,pass,1
822,23.0,83.0,91.0,3.0,Biratnagar,Other,A,9.0,59.0,177.0,pass,1
823,19.0,79.0,46.0,76.0,Lalitpur,Male,B,4.0,67.0,201.0,pass,1
824,20.0,3.0,74.0,58.0,Pokhara,Other,A,7.0,45.0,135.0,pass,1
825,18.0,5.0,56.0,86.0,Lalitpur,Other,A,6.0,49.0,147.0,pass,1
826,24.0,57.0,44.0,7.0,Biratnagar,Male,B,3.0,36.0,108.0,fail,0
827,19.0,48.0,48.0,47.0,Bhaktapur,Other,C,4.5,47.666666666666664,143.0,pass,1
828,22.0,25.0,16.0,11.0,Bhaktapur,Female,D,5.0,17.333333333333332,52.0,fail,0
829,20.0,2.0,69.0,30.0,Bhaktapur,Other,B,5.0,33.666666666666664,101.0,fail,0
830,19.0,40.0,3.0,77.0,Kathmandu,Female,C,8.0,40.0,120.0,pass,1
831,23.0,59.0,19.0,33.0,Biratnagar,Other,B,4.0,37.0,111.0,fail,0
832,15.0,13.0,46.0,81.0,Bhaktapur,Male,C,7.0,46.666666666666664,140.0,pass,1
833,19.0,74.0,90.0,97.0,Lalitpur,Male,B,4.0,87.0,261.0,pass,1
834,20.0,81.0,14.0,74.0,Pokhara,Other,C,1.0,56.333333333333336,169.0,pass,1
835,19.0,11.0,69.0,75.0,Lalitpur,Male,B,5.0,51.666666666666664,155.0,pass,1
836,20.0,86.0,46.0,48.0,Pokhara,Other,C,8.0,60.0,180.0,pass,1
